kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,,,,,,,,,,,,,,,,,,,,,,,,
9834719,K00715.01,,FALSE POSITIVE,32.76,,,,,,,,,,,,,,,,,,,,,,,,
9846348,K00716.01,,CANDIDATE,6.78,,,,,,,,,,,,,,,,,,,,,,,,
9873254,K00717.01,Kepler-653 b,CONFIRMED,2.04,,,,,,,,,,,,,,,,,,,,,,,,
6587002,K00612.01,Kepler-196 b,CONFIRMED,2.11,,,,,,,,,,,,,,,,,,,,,,,,
6587002,K00612.02,Kepler-196 c,CONFIRMED,2.33,,,,,,,,,,,,,,,,,,,,,,,,
6960456,K00613.01,,FALSE POSITIVE,1.38,,,,,,,,,,,,,,,,,,,,,,,,
7368664,K00614.01,Kepler-434 b,CONFIRMED,11.26,,,,,,,,,,,,,,,,,,,,,,,,
8374580,K00615.01,,FALSE POSITIVE,48.15,,,,,,,,,,,,,,,,,,,,,,,,
6685609,K00665.03,Kepler-207 c,CONFIRMED,1.65,,,,,,,,,,,,,,,,,,,,,,,,
6707835,K00666.01,Kepler-640 b,CONFIRMED,2.72,,,,,,,,,,,,,,,,,,,,,,,,
2696205,K07636.01,,CANDIDATE,0.73,,,,,,,,,,,,,,,,,,,,,,,,
6752502,K00667.01,,FALSE POSITIVE,10.34,,,,,,,,,,,,,,,,,,,,,,,,
6805146,K00668.01,,FALSE POSITIVE,47.58,,,,,,,,,,,,,,,,,,,,,,,,
10318874,K00104.01,Kepler-94 b,CONFIRMED,3.25,,,,,,,,,,,,,,,,,,,,,,,,
6960445,K00669.01,,FALSE POSITIVE,23.71,,,,,,,,,,,,,,,,,,,,,,,,
9873254,K00717.02,Kepler-653 c,CONFIRMED,0.82,,,,,,,,,,,,,,,,,,,,,,,,
9884104,K00718.01,Kepler-219 b,CONFIRMED,3.29,,,,,,,,,,,,,,,,,,,,,,,,
9884104,K00718.02,Kepler-219 c,CONFIRMED,4.01,,,,,,,,,,,,,,,,,,,,,,,,
9884104,K00718.03,Kepler-219 d,CONFIRMED,3.55,,,,,,,,,,,,,,,,,,,,,,,,
9950612,K00719.01,Kepler-220 c,CONFIRMED,1.8,,,,,,,,,,,,,,,,,,,,,,,,
9714696,K00616.01,,FALSE POSITIVE,2.08,,,,,,,,,,,,,,,,,,,,,,,,
9846086,K00617.01,,FALSE POSITIVE,40.36,,,,,,,,,,,,,,,,,,,,,,,,
10353968,K00618.01,Kepler-623 b,CONFIRMED,2.94,,,,,,,,,,,,,,,,,,,,,,,,
10384962,K00619.01,,FALSE POSITIVE,21.02,,,,,,,,,,,,,,,,,,,,,,,,
11773022,K00620.01,Kepler-51 b,CONFIRMED,7.65,,,,,,,,,,,,,,,,,,,,,,,,
7033671,K00670.01,Kepler-641 b,CONFIRMED,2.16,,,,,,,,,,,,,,,,,,,,,,,,
7040629,K00671.01,Kepler-208 b,CONFIRMED,1.83,,,,,,,,,,,,,,,,,,,,,,,,
2711131,K07637.01,,FALSE POSITIVE,0.73,,,,,,,,,,,,,,,,,,,,,,,,
7040629,K00671.02,Kepler-208 c,CONFIRMED,1.65,,,,,,,,,,,,,,,,,,,,,,,,
7040629,K00671.03,Kepler-208 e,CONFIRMED,1.72,,,,,,,,,,,,,,,,,,,,,,,,
7040629,K00671.04,Kepler-208 d,CONFIRMED,1.47,,,,,,,,,,,,,,,,,,,,,,,,
9950612,K00719.02,Kepler-220 d,CONFIRMED,0.9,,,,,,,,,,,,,,,,,,,,,,,,
6678383,K00111.01,Kepler-104 b,CONFIRMED,2.35,,,,,,,,,,,,,,,,,,,,,,,,
2308411,K07631.01,,FALSE POSITIVE,1.1,,,,,,,,,,,,,,,,,,,,,,,,
9950612,K00719.03,Kepler-220 e,CONFIRMED,1.18,,,,,,,,,,,,,,,,,,,,,,,,
9950612,K00719.04,Kepler-220 b,CONFIRMED,0.86,,,,,,,,,,,,,,,,,,,,,,,,
9963524,K00720.01,Kepler-221 c,CONFIRMED,3.1,,,,,,,,,,,,,,,,,,,,,,,,
5780885,K00097.01,Kepler-7 b,CONFIRMED,16.66,,,,,,,,,,,,,,,,,,,,,,,,
11773022,K00620.02,Kepler-51 d,CONFIRMED,10.44,,,,,,,,,,,,,,,,,,,,,,,,
11773022,K00620.03,Kepler-51 c,CONFIRMED,6.34,,,,,,,,,,,,,,,,,,,,,,,,
12251650,K00621.01,,CANDIDATE,14.25,,,,,,,,,,,,,,,,,,,,,,,,
12417486,K00622.01,,CANDIDATE,26.44,,,,,,,,,,,,,,,,,,,,,,,,
12068975,K00623.01,Kepler-197 c,CONFIRMED,1.44,,,,,,,,,,,,,,,,,,,,,,,,
7115785,K00672.01,Kepler-209 b,CONFIRMED,2.56,,,,,,,,,,,,,,,,,,,,,,,,
2834805,K07638.01,,CANDIDATE,1.47,,,,,,,,,,,,,,,,,,,,,,,,
7115785,K00672.02,Kepler-209 c,CONFIRMED,2.94,,,,,,,,,,,,,,,,,,,,,,,,
7115785,K00672.03,,FALSE POSITIVE,1.02,,,,,,,,,,,,,,,,,,,,,,,,
7124613,K00673.01,Kepler-642 b,CONFIRMED,3.95,,,,,,,,,,,,,,,,,,,,,,,,
8711794,K00105.01,Kepler-463 b,CONFIRMED,3.14,,,,,,,,,,,,,,,,,,,,,,,,
7277317,K00674.01,Kepler-643 b,CONFIRMED,10.47,,,,,,,,,,,,,,,,,,,,,,,,
2446134,K07632.01,,FALSE POSITIVE,1.54,,,,,,,,,,,,,,,,,,,,,,,,
9963524,K00720.02,Kepler-221 d,CONFIRMED,2.97,,,,,,,,,,,,,,,,,,,,,,,,
9963524,K00720.03,Kepler-221 e,CONFIRMED,3.58,,,,,,,,,,,,,,,,,,,,,,,,
9963524,K00720.04,Kepler-221 b,CONFIRMED,1.66,,,,,,,,,,,,,,,,,,,,,,,,
9964801,K00721.01,Kepler-654 b,CONFIRMED,2.13,,,,,,,,,,,,,,,,,,,,,,,,
9965439,K00722.01,Kepler-655 b,CONFIRMED,2.66,,,,,,,,,,,,,,,,,,,,,,,,
2569995,K07634.01,,CANDIDATE,15.11,,,,,,,,,,,,,,,,,,,,,,,,
12068975,K00623.02,Kepler-197 d,CONFIRMED,1.42,,,,,,,,,,,,,,,,,,,,,,,,
12068975,K00623.03,Kepler-197 b,CONFIRMED,1.22,,,,,,,,,,,,,,,,,,,,,,,,
12068975,K00623.04,Kepler-197 e,CONFIRMED,0.95,,,,,,,,,,,,,,,,,,,,,,,,
3541946,K00624.01,Kepler-198 b,CONFIRMED,2.7,,,,,,,,,,,,,,,,,,,,,,,,
3541946,K00624.02,Kepler-198 c,CONFIRMED,2.91,,,,,,,,,,,,,,,,,,,,,,,,
10264660,K00098.01,Kepler-14 b,CONFIRMED,9.86,,,,,,,,,,,,,,,,,,,,,,,,
7385509,K00675.01,,FALSE POSITIVE,2.17,,,,,,,,,,,,,,,,,,,,,,,,
7447200,K00676.01,Kepler-210 c,CONFIRMED,3.22,,,,,,,,,,,,,,,,,,,,,,,,
7447200,K00676.02,Kepler-210 b,CONFIRMED,2.26,,,,,,,,,,,,,,,,,,,,,,,,
7466863,K00677.01,,FALSE POSITIVE,5.84,,,,,,,,,,,,,,,,,,,,,,,,
7509886,K00678.01,Kepler-211 c,CONFIRMED,1.3,,,,,,,,,,,,,,,,,,,,,,,,
7509886,K00678.02,Kepler-211 b,CONFIRMED,1.3,,,,,,,,,,,,,,,,,,,,,,,,
10002866,K00723.01,Kepler-222 b,CONFIRMED,3.36,,,,,,,,,,,,,,,,,,,,,,,,
10002866,K00723.02,Kepler-222 d,CONFIRMED,3.63,,,,,,,,,,,,,,,,,,,,,,,,
6678383,K00111.02,Kepler-104 c,CONFIRMED,2.32,,,,,,,,,,,,,,,,,,,,,,,,
10002866,K00723.03,Kepler-222 c,CONFIRMED,4.71,,,,,,,,,,,,,,,,,,,,,,,,
2577353,K07635.01,,CANDIDATE,1.59,,,,,,,,,,,,,,,,,,,,,,,,
10005020,K00724.01,,FALSE POSITIVE,2.07,,,,,,,,,,,,,,,,,,,,,,,,
3541946,K00624.03,Kepler-198 d,CONFIRMED,1.43,,,,,,,,,,,,,,,,,,,,,,,,
4449034,K00625.01,,FALSE POSITIVE,68.75,,,,,,,,,,,,,,,,,,,,,,,,
4478168,K00626.01,Kepler-624 b,CONFIRMED,2.45,,,,,,,,,,,,,,,,,,,,,,,,
4478168,K00626.02,,CANDIDATE,0.99,,,,,,,,,,,,,,,,,,,,,,,,
2854839,K07639.01,,FALSE POSITIVE,0.45,,,,,,,,,,,,,,,,,,,,,,,,
4563268,K00627.01,Kepler-625 b,CONFIRMED,1.89,,,,,,,,,,,,,,,,,,,,,,,,
7515212,K00679.01,Kepler-212 c,CONFIRMED,2.99,,,,,,,,,,,,,,,,,,,,,,,,
7515212,K00679.02,Kepler-212 b,CONFIRMED,0.92,,,,,,,,,,,,,,,,,,,,,,,,
7529266,K00680.01,Kepler-435 b,CONFIRMED,26.52,,,,,,,,,,,,,,,,,,,,,,,,
11553706,K00009.01,,FALSE POSITIVE,87.21,,,,,,,,,,,,,,,,,,,,,,,,
2449053,K07633.01,,FALSE POSITIVE,2.09,,,,,,,,,,,,,,,,,,,,,,,,
10489525,K00106.01,,FALSE POSITIVE,50.98,,,,,,,,,,,,,,,,,,,,,,,,
7598128,K00681.01,,FALSE POSITIVE,37.38,,,,,,,,,,,,,,,,,,,,,,,,
11858979,K04062.01,,FALSE POSITIVE,36,,,,,,,,,,,,,,,,,,,,,,,,
5900390,K04063.01,,FALSE POSITIVE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
5444334,K04064.01,,FALSE POSITIVE,1.2,,,,,,,,,,,,,,,,,,,,,,,,
10139620,K04065.01,,FALSE POSITIVE,2.68,,,,,,,,,,,,,,,,,,,,,,,,
8686373,K04066.01,Kepler-1936 b,CONFIRMED,4.59,,,,,,,,,,,,,,,,,,,,,,,,
5386264,K04135.01,,FALSE POSITIVE,0.52,,,,,,,,,,,,,,,,,,,,,,,,
3867615,K02289.02,Kepler-379 b,CONFIRMED,1.58,,,,,,,,,,,,,,,,,,,,,,,,
3218844,K07646.01,,FALSE POSITIVE,2.21,,,,,,,,,,,,,,,,,,,,,,,,
7256914,K04136.01,,CANDIDATE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
7256914,K04136.02,,CANDIDATE,1.23,,,,,,,,,,,,,,,,,,,,,,,,
3542222,K04137.01,,FALSE POSITIVE,33.96,,,,,,,,,,,,,,,,,,,,,,,,
6871071,K02220.04,,CANDIDATE,1.6,,,,,,,,,,,,,,,,,,,,,,,,
5530112,K04067.01,Kepler-1937 b,CONFIRMED,3.09,,,,,,,,,,,,,,,,,,,,,,,,
6226908,K04068.01,Kepler-1546 b,CONFIRMED,3.78,,,,,,,,,,,,,,,,,,,,,,,,
5906694,K04069.01,Kepler-1938 b,CONFIRMED,1.36,,,,,,,,,,,,,,,,,,,,,,,,
10186945,K04070.01,,FALSE POSITIVE,1.14,,,,,,,,,,,,,,,,,,,,,,,,
4636565,K04138.01,,FALSE POSITIVE,1.51,,,,,,,,,,,,,,,,,,,,,,,,
9956082,K04139.01,Kepler-1557 b,CONFIRMED,1.38,,,,,,,,,,,,,,,,,,,,,,,,
3241647,K07650.01,,FALSE POSITIVE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
7761585,K04140.01,,FALSE POSITIVE,2.48,,,,,,,,,,,,,,,,,,,,,,,,
3241248,K04141.01,,FALSE POSITIVE,129.67,,,,,,,,,,,,,,,,,,,,,,,,
9716302,K04142.01,,FALSE POSITIVE,1.49,,,,,,,,,,,,,,,,,,,,,,,,
2708286,K04071.01,,FALSE POSITIVE,6.4,,,,,,,,,,,,,,,,,,,,,,,,
6755944,K04072.01,Kepler-1547 b,CONFIRMED,2.24,,,,,,,,,,,,,,,,,,,,,,,,
10419797,K04073.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
6515335,K04074.01,,FALSE POSITIVE,28.39,,,,,,,,,,,,,,,,,,,,,,,,
7777471,K04075.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
10294509,K04143.01,,FALSE POSITIVE,1.33,,,,,,,,,,,,,,,,,,,,,,,,
3112129,K04144.01,,CANDIDATE,0.99,,,,,,,,,,,,,,,,,,,,,,,,
3003019,K07642.01,,FALSE POSITIVE,1.41,,,,,,,,,,,,,,,,,,,,,,,,
9334893,K02298.02,Kepler-1178 b,CONFIRMED,0.63,,,,,,,,,,,,,,,,,,,,,,,,
3103212,K04145.01,,CANDIDATE,0.96,,,,,,,,,,,,,,,,,,,,,,,,
10000941,K04146.01,Kepler-1558 b,CONFIRMED,0.8,,,,,,,,,,,,,,,,,,,,,,,,
9455677,K04076.01,Kepler-1548 b,CONFIRMED,2.57,,,,,,,,,,,,,,,,,,,,,,,,
6871071,K02220.05,,CANDIDATE,1.05,,,,,,,,,,,,,,,,,,,,,,,,
7690855,K04077.01,,FALSE POSITIVE,15.72,,,,,,,,,,,,,,,,,,,,,,,,
5649837,K04078.01,,FALSE POSITIVE,23.2,,,,,,,,,,,,,,,,,,,,,,,,
10141938,K04079.01,,FALSE POSITIVE,60.3,,,,,,,,,,,,,,,,,,,,,,,,
8029197,K04147.01,,FALSE POSITIVE,1.02,,,,,,,,,,,,,,,,,,,,,,,,
12257886,K04148.01,,FALSE POSITIVE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
10875007,K04149.01,,CANDIDATE,1.71,,,,,,,,,,,,,,,,,,,,,,,,
10875007,K04149.02,,CANDIDATE,1.82,,,,,,,,,,,,,,,,,,,,,,,,
11465651,K04150.01,Kepler-1941 b,CONFIRMED,1.99,,,,,,,,,,,,,,,,,,,,,,,,
5036480,K04080.01,,FALSE POSITIVE,1.06,,,,,,,,,,,,,,,,,,,,,,,,
10275077,K04081.01,,FALSE POSITIVE,3.45,,,,,,,,,,,,,,,,,,,,,,,,
6592832,K04082.01,,FALSE POSITIVE,1.1,,,,,,,,,,,,,,,,,,,,,,,,
8524346,K04083.01,,FALSE POSITIVE,2.43,,,,,,,,,,,,,,,,,,,,,,,,
3937814,K04084.01,Kepler-1549 b,CONFIRMED,2.68,,,,,,,,,,,,,,,,,,,,,,,,
5551228,K04154.02,,FALSE POSITIVE,3.55,,,,,,,,,,,,,,,,,,,,,,,,
5471271,K04155.01,,FALSE POSITIVE,0.8,,,,,,,,,,,,,,,,,,,,,,,,
5881120,K04156.01,Kepler-1943 b,CONFIRMED,1.1,,,,,,,,,,,,,,,,,,,,,,,,
3248696,K07651.01,,FALSE POSITIVE,2.53,,,,,,,,,,,,,,,,,,,,,,,,
4548098,K04157.01,Kepler-1982 b,CONFIRMED,0.77,,,,,,,,,,,,,,,,,,,,,,,,
5306383,K04158.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
5446285,K00142.02,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
7021681,K00255.02,,CANDIDATE,0.75,,,,,,,,,,,,,,,,,,,,,,,,
5041847,K04085.01,,FALSE POSITIVE,36.84,,,,,,,,,,,,,,,,,,,,,,,,
3836558,K04086.01,,FALSE POSITIVE,1.08,,,,,,,,,,,,,,,,,,,,,,,,
4770617,K02243.02,Kepler-1154 c,CONFIRMED,2.52,,,,,,,,,,,,,,,,,,,,,,,,
6106282,K04087.01,Kepler-440 b,CONFIRMED,1.61,,,,,,,,,,,,,,,,,,,,,,,,
4946584,K04088.01,,FALSE POSITIVE,49.37,,,,,,,,,,,,,,,,,,,,,,,,
6463499,K04163.01,,FALSE POSITIVE,7.13,,,,,,,,,,,,,,,,,,,,,,,,
8254882,K04164.01,,FALSE POSITIVE,0.88,,,,,,,,,,,,,,,,,,,,,,,,
6042031,K04165.01,,FALSE POSITIVE,32.19,,,,,,,,,,,,,,,,,,,,,,,,
4078311,K04166.01,Kepler-1944 b,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
5475735,K04167.01,,FALSE POSITIVE,0.78,,,,,,,,,,,,,,,,,,,,,,,,
11709124,K00435.05,Kepler-154 c,CONFIRMED,3.05,,,,,,,,,,,,,,,,,,,,,,,,
9022166,K02175.02,Kepler-368 c,CONFIRMED,4.21,,,,,,,,,,,,,,,,,,,,,,,,
10075409,K04019.01,,FALSE POSITIVE,2.34,,,,,,,,,,,,,,,,,,,,,,,,
7038096,K04020.01,,FALSE POSITIVE,1.93,,,,,,,,,,,,,,,,,,,,,,,,
3345973,K07652.01,,FALSE POSITIVE,3.64,,,,,,,,,,,,,,,,,,,,,,,,
11967788,K04021.01,,CANDIDATE,1.53,,,,,,,,,,,,,,,,,,,,,,,,
11972872,K04089.01,,FALSE POSITIVE,7.54,,,,,,,,,,,,,,,,,,,,,,,,
9899233,K04090.01,,FALSE POSITIVE,1.23,,,,,,,,,,,,,,,,,,,,,,,,
3103227,K04091.01,Kepler-1550 b,CONFIRMED,3.71,,,,,,,,,,,,,,,,,,,,,,,,
4850961,K04092.01,Kepler-1551 b,CONFIRMED,2.74,,,,,,,,,,,,,,,,,,,,,,,,
3102309,K07643.01,,FALSE POSITIVE,0.71,,,,,,,,,,,,,,,,,,,,,,,,
8521059,K04093.01,,FALSE POSITIVE,33.97,,,,,,,,,,,,,,,,,,,,,,,,
5217574,K04151.01,,FALSE POSITIVE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
7199060,K04152.01,,CANDIDATE,8,,,,,,,,,,,,,,,,,,,,,,,,
8439323,K04153.01,Kepler-1942 b,CONFIRMED,1.65,,,,,,,,,,,,,,,,,,,,,,,,
4458082,K02303.02,Kepler-1181 c,CONFIRMED,1.83,,,,,,,,,,,,,,,,,,,,,,,,
3230095,K07647.01,,FALSE POSITIVE,1.1,,,,,,,,,,,,,,,,,,,,,,,,
5551228,K04154.01,,FALSE POSITIVE,91.06,,,,,,,,,,,,,,,,,,,,,,,,
11967788,K04021.02,,CANDIDATE,1.02,,,,,,,,,,,,,,,,,,,,,,,,
7733731,K04022.01,,CANDIDATE,2.04,,,,,,,,,,,,,,,,,,,,,,,,
6862332,K04023.01,,FALSE POSITIVE,4.44,,,,,,,,,,,,,,,,,,,,,,,,
10714072,K04024.01,Kepler-1541 b,CONFIRMED,1.95,,,,,,,,,,,,,,,,,,,,,,,,
3110177,K07644.01,,CANDIDATE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
10992011,K04025.01,,FALSE POSITIVE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
8128247,K04094.01,,FALSE POSITIVE,57.36,,,,,,,,,,,,,,,,,,,,,,,,
6276994,K04095.01,,FALSE POSITIVE,0.77,,,,,,,,,,,,,,,,,,,,,,,,
9674564,K04096.01,,FALSE POSITIVE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
5942808,K02250.02,Kepler-1814 c,CONFIRMED,1.76,,,,,,,,,,,,,,,,,,,,,,,,
3232249,K07648.01,,CANDIDATE,0.8,,,,,,,,,,,,,,,,,,,,,,,,
5688683,K04097.01,Kepler-1939 b,CONFIRMED,0.99,,,,,,,,,,,,,,,,,,,,,,,,
6607644,K04159.01,Kepler-1559 b,CONFIRMED,0.79,,,,,,,,,,,,,,,,,,,,,,,,
7610663,K04160.01,Kepler-1560 b,CONFIRMED,0.9,,,,,,,,,,,,,,,,,,,,,,,,
5565707,K04161.01,,FALSE POSITIVE,5.27,,,,,,,,,,,,,,,,,,,,,,,,
1293031,K04162.01,,FALSE POSITIVE,9.19,,,,,,,,,,,,,,,,,,,,,,,,
2859299,K07640.01,,FALSE POSITIVE,1.48,,,,,,,,,,,,,,,,,,,,,,,,
7449554,K02357.02,,CANDIDATE,3.79,,,,,,,,,,,,,,,,,,,,,,,,
4067110,K04026.01,,FALSE POSITIVE,168.34,,,,,,,,,,,,,,,,,,,,,,,,
8694309,K04027.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
8282651,K02193.02,,CANDIDATE,1.32,,,,,,,,,,,,,,,,,,,,,,,,
7818447,K04028.01,,FALSE POSITIVE,4.96,,,,,,,,,,,,,,,,,,,,,,,,
11569475,K04029.01,,FALSE POSITIVE,125.56,,,,,,,,,,,,,,,,,,,,,,,,
5688683,K04097.02,,CANDIDATE,0.55,,,,,,,,,,,,,,,,,,,,,,,,
8222627,K04098.01,,CANDIDATE,2.39,,,,,,,,,,,,,,,,,,,,,,,,
8951205,K04099.01,Kepler-1940 b,CONFIRMED,1.28,,,,,,,,,,,,,,,,,,,,,,,,
5700900,K04100.01,,FALSE POSITIVE,23.99,,,,,,,,,,,,,,,,,,,,,,,,
7026477,K04101.01,,FALSE POSITIVE,2.87,,,,,,,,,,,,,,,,,,,,,,,,
9402583,K04168.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
7838675,K04169.01,Kepler-1561 b,CONFIRMED,0.85,,,,,,,,,,,,,,,,,,,,,,,,
8700537,K04170.01,,FALSE POSITIVE,20.79,,,,,,,,,,,,,,,,,,,,,,,,
10858785,K04171.01,,FALSE POSITIVE,21.96,,,,,,,,,,,,,,,,,,,,,,,,
9640907,K04172.01,,FALSE POSITIVE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
7515670,K02360.02,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
9551430,K04030.01,,FALSE POSITIVE,22.2,,,,,,,,,,,,,,,,,,,,,,,,
3228986,K04031.01,,FALSE POSITIVE,1.27,,,,,,,,,,,,,,,,,,,,,,,,
7100673,K04032.01,Kepler-1542 b,CONFIRMED,0.83,,,,,,,,,,,,,,,,,,,,,,,,
7100673,K04032.02,Kepler-1542 c,CONFIRMED,0.7,,,,,,,,,,,,,,,,,,,,,,,,
4138557,K04033.01,,FALSE POSITIVE,37.93,,,,,,,,,,,,,,,,,,,,,,,,
2708278,K04102.01,,FALSE POSITIVE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
2984990,K07641.01,,CANDIDATE,1.36,,,,,,,,,,,,,,,,,,,,,,,,
3747817,K04103.01,Kepler-1552 b,CONFIRMED,2.41,,,,,,,,,,,,,,,,,,,,,,,,
8483366,K04104.01,,FALSE POSITIVE,2.82,,,,,,,,,,,,,,,,,,,,,,,,
7758018,K04105.01,,CANDIDATE,3.14,,,,,,,,,,,,,,,,,,,,,,,,
9071593,K02257.02,Kepler-1162 c,CONFIRMED,1.81,,,,,,,,,,,,,,,,,,,,,,,,
10089911,K04034.01,Kepler-1543 b,CONFIRMED,6.14,,,,,,,,,,,,,,,,,,,,,,,,
3247404,K04035.01,,FALSE POSITIVE,47.94,,,,,,,,,,,,,,,,,,,,,,,,
11415243,K04036.01,Kepler-1544 b,CONFIRMED,1.69,,,,,,,,,,,,,,,,,,,,,,,,
3548044,K02194.02,Kepler-371 c,CONFIRMED,1.71,,,,,,,,,,,,,,,,,,,,,,,,
8264402,K04037.01,,CANDIDATE,3.36,,,,,,,,,,,,,,,,,,,,,,,,
7773179,K04038.01,,FALSE POSITIVE,1.06,,,,,,,,,,,,,,,,,,,,,,,,
11017094,K04106.01,,FALSE POSITIVE,15.38,,,,,,,,,,,,,,,,,,,,,,,,
3129238,K07645.01,,CANDIDATE,0.55,,,,,,,,,,,,,,,,,,,,,,,,
5956633,K04107.01,,FALSE POSITIVE,2.4,,,,,,,,,,,,,,,,,,,,,,,,
9899065,K04108.01,,FALSE POSITIVE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
7907808,K04109.01,,CANDIDATE,1.48,,,,,,,,,,,,,,,,,,,,,,,,
5471792,K04110.01,,FALSE POSITIVE,2.19,,,,,,,,,,,,,,,,,,,,,,,,
11145831,K04039.01,,FALSE POSITIVE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
11444952,K04040.01,,FALSE POSITIVE,19.06,,,,,,,,,,,,,,,,,,,,,,,,
8647295,K04041.01,,FALSE POSITIVE,26.91,,,,,,,,,,,,,,,,,,,,,,,,
3444098,K04042.01,,FALSE POSITIVE,6.73,,,,,,,,,,,,,,,,,,,,,,,,
5112567,K04043.01,,FALSE POSITIVE,34.69,,,,,,,,,,,,,,,,,,,,,,,,
2708343,K04111.01,,FALSE POSITIVE,0.9,,,,,,,,,,,,,,,,,,,,,,,,
3235282,K07649.01,,FALSE POSITIVE,4.5,,,,,,,,,,,,,,,,,,,,,,,,
3348090,K04112.01,,FALSE POSITIVE,2.6,,,,,,,,,,,,,,,,,,,,,,,,
9282762,K04113.01,,FALSE POSITIVE,1.12,,,,,,,,,,,,,,,,,,,,,,,,
3117046,K04114.01,,FALSE POSITIVE,2.37,,,,,,,,,,,,,,,,,,,,,,,,
6311520,K04115.01,,FALSE POSITIVE,27.05,,,,,,,,,,,,,,,,,,,,,,,,
5201115,K04044.01,,FALSE POSITIVE,1.19,,,,,,,,,,,,,,,,,,,,,,,,
2708203,K04045.01,,FALSE POSITIVE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
4150496,K04046.01,,FALSE POSITIVE,20.38,,,,,,,,,,,,,,,,,,,,,,,,
11401767,K02195.02,Kepler-372 d,CONFIRMED,2.25,,,,,,,,,,,,,,,,,,,,,,,,
9655005,K04047.01,,FALSE POSITIVE,2.39,,,,,,,,,,,,,,,,,,,,,,,,
11709124,K00435.06,Kepler-154 f,CONFIRMED,1.32,,,,,,,,,,,,,,,,,,,,,,,,
3851194,K07671.01,,FALSE POSITIVE,1.77,,,,,,,,,,,,,,,,,,,,,,,,
8613535,K02263.02,Kepler-1165 b,CONFIRMED,1.47,,,,,,,,,,,,,,,,,,,,,,,,
5092655,K04116.01,,FALSE POSITIVE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
3955817,K04117.01,Kepler-1553 b,CONFIRMED,1.1,,,,,,,,,,,,,,,,,,,,,,,,
10661778,K04118.01,,FALSE POSITIVE,10.75,,,,,,,,,,,,,,,,,,,,,,,,
5513857,K04119.01,,FALSE POSITIVE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
10272389,K04048.01,,FALSE POSITIVE,1.13,,,,,,,,,,,,,,,,,,,,,,,,
4679687,K04049.01,,FALSE POSITIVE,30.48,,,,,,,,,,,,,,,,,,,,,,,,
7968683,K04050.01,,FALSE POSITIVE,3.62,,,,,,,,,,,,,,,,,,,,,,,,
10360722,K04051.01,Kepler-1545 b,CONFIRMED,2.75,,,,,,,,,,,,,,,,,,,,,,,,
9091755,K04052.01,,FALSE POSITIVE,1.91,,,,,,,,,,,,,,,,,,,,,,,,
3852476,K07672.01,,FALSE POSITIVE,6.88,,,,,,,,,,,,,,,,,,,,,,,,
9700449,K04120.01,,CANDIDATE,1.93,,,,,,,,,,,,,,,,,,,,,,,,
6349881,K04121.01,Kepler-1554 b,CONFIRMED,3.24,,,,,,,,,,,,,,,,,,,,,,,,
9851970,K04122.01,,FALSE POSITIVE,0.77,,,,,,,,,,,,,,,,,,,,,,,,
6140059,K04123.01,,CANDIDATE,1.73,,,,,,,,,,,,,,,,,,,,,,,,
5726910,K04124.01,,FALSE POSITIVE,1.17,,,,,,,,,,,,,,,,,,,,,,,,
1718958,K04053.01,Kepler-1934 b,CONFIRMED,0.85,,,,,,,,,,,,,,,,,,,,,,,,
6428794,K04054.01,Kepler-1701 b,CONFIRMED,2.21,,,,,,,,,,,,,,,,,,,,,,,,
3228825,K04055.01,,FALSE POSITIVE,0.88,,,,,,,,,,,,,,,,,,,,,,,,
4673628,K04056.01,Kepler-1935 b,CONFIRMED,23.51,,,,,,,,,,,,,,,,,,,,,,,,
11401767,K02195.03,Kepler-372 b,CONFIRMED,1.83,,,,,,,,,,,,,,,,,,,,,,,,
3852872,K07673.01,,CANDIDATE,1.87,,,,,,,,,,,,,,,,,,,,,,,,
9099950,K04125.01,,FALSE POSITIVE,2.86,,,,,,,,,,,,,,,,,,,,,,,,
